Date,Close,High,Low,Open,Volume,Ticker
2021-01-04,5753.244140625,5770.078797949433,5656.44486100951,5723.783490307242,47937000,BBCA.JK
2021-01-05,5967.8857421875,5967.8857421875,5765.869863749559,5774.287192017807,104831000,BBCA.JK
2021-01-06,5845.83349609375,5955.258745120703,5791.120871580273,5934.215428000135,89753500,BBCA.JK
2021-01-07,5862.66943359375,5934.21672747106,5816.374125790784,5892.130084013819,71360000,BBCA.JK
2021-01-08,5934.216796875,5959.468783244681,5871.086830950798,5921.590803690159,75033500,BBCA.JK
2021-01-11,6182.52734375,6195.15333560245,6014.180785717324,6018.389449668141,169034500,BBCA.JK
2021-01-12,6026.806640625,6211.987850253143,6026.806640625,6182.527203266847,95235000,BBCA.JK
2021-01-13,5993.1376953125,6123.606282780679,5951.051054193732,6098.354298109419,76581500,BBCA.JK
2021-01-14,5908.96484375,5967.886145610755,5887.921521656874,5934.216830261753,89319500,BBCA.JK
2021-01-15,5854.251953125,5976.3032159867,5757.452675682962,5972.0945517500895,89853500,BBCA.JK
2021-01-18,5993.1376953125,5997.346359424377,5761.661169159278,5854.251779620567,86343000,BBCA.JK
2021-01-19,5972.09423828125,5993.13755835976,5896.338285998612,5993.13755835976,73777000,BBCA.JK
2021-01-20,5972.09423828125,6140.440798909333,5951.050918202739,6031.015534501079,107216000,BBCA.JK
2021-01-21,5955.25927734375,6144.6491483546815,5942.633285943021,6127.81449315371,66428000,BBCA.JK
2021-01-22,5959.4677734375,6026.806392346398,5955.259109755694,5955.259109755694,80829000,BBCA.JK
2021-01-25,5921.58984375,6060.475746268657,5892.1291977611945,6060.475746268657,76836500,BBCA.JK
2021-01-26,5740.61767578125,5892.129579247617,5740.61767578125,5854.251603381025,98658000,BBCA.JK
2021-01-27,5715.36474609375,5833.207318178157,5643.8174701853595,5740.616725826123,97920000,BBCA.JK
2021-01-28,5807.9560546875,5828.999373726223,5715.36545091712,5715.36545091712,104627000,BBCA.JK
2021-01-29,5690.11328125,5892.129137389053,5690.11328125,5807.95586399778,132762500,BBCA.JK
2021-02-01,5740.61767578125,5824.790955484787,5551.227796448291,5690.113707959127,113129000,BBCA.JK
2021-02-02,5723.78271484375,5875.294610236673,5723.78271484375,5862.66861895393,86741000,BBCA.JK
2021-02-03,5744.82666015625,5892.129907852564,5744.82666015625,5892.129907852564,67291000,BBCA.JK
2021-02-04,5770.07861328125,5892.129874977206,5753.2439564956,5824.79124783461,80950500,BBCA.JK
2021-02-05,5820.58203125,5850.042677828995,5770.078065686009,5782.704057077006,51602000,BBCA.JK
2021-02-08,5824.791015625,5938.424944398031,5791.121703395954,5934.2162803694,45604000,BBCA.JK
2021-02-09,5875.29443359375,5917.381069937544,5854.251115421853,5892.129088131268,75574000,BBCA.JK
2021-02-10,5824.791015625,5934.2162803694,5807.956359510476,5934.2162803694,44984500,BBCA.JK
2021-02-11,5791.12109375,5879.503029047057,5757.4517850654065,5879.503029047057,36926000,BBCA.JK
2021-02-15,5723.78271484375,5799.538662540212,5656.4440946691175,5749.034697409237,83922000,BBCA.JK
2021-02-16,5841.625,5845.8336635446685,5749.034402017291,5791.121037463977,47221000,BBCA.JK
2021-02-17,5807.9560546875,5858.460020380435,5765.869416610055,5799.538727072011,66011500,BBCA.JK
2021-02-18,5669.07080078125,5807.956722403953,5669.07080078125,5765.870079487982,91204000,BBCA.JK
2021-02-19,5744.82666015625,5765.869981255723,5690.114025297619,5706.948682177198,70487500,BBCA.JK
2021-02-22,5715.36474609375,5841.624644755614,5715.36474609375,5807.955338445784,68913000,BBCA.JK
2021-02-23,5744.82666015625,5761.661317035829,5702.740017957303,5740.617995936355,58360000,BBCA.JK
2021-02-24,5660.65283203125,5753.243435975255,5660.65283203125,5744.826108343982,71869000,BBCA.JK
2021-02-25,5643.81787109375,5698.530497733735,5622.774553155295,5673.278516207588,78688000,BBCA.JK
2021-02-26,5648.02685546875,5732.200132003307,5593.314225721288,5643.818191642022,173631500,BBCA.JK
2021-03-01,5930.00732421875,5930.00732421875,5723.782796974805,5749.034779902635,205539000,BBCA.JK
2021-03-02,5904.75537109375,6026.806622527619,5892.129379566108,5993.137311787242,81446500,BBCA.JK
2021-03-03,5892.12890625,5963.676185825892,5892.12890625,5946.841531808035,84470000,BBCA.JK
2021-03-04,5656.443359375,5892.128499348959,5656.443359375,5812.163898286366,120802500,BBCA.JK
2021-03-05,5723.78271484375,5828.999308866613,5656.4440946691175,5656.4440946691175,111871500,BBCA.JK
2021-03-08,5656.443359375,5850.041867210752,5656.443359375,5850.041867210752,90883000,BBCA.JK
2021-03-09,5559.64453125,5652.235129045231,5555.4358677138525,5639.60913843679,135582000,BBCA.JK
2021-03-10,5643.81787109375,5656.443861856824,5572.270590103001,5656.443861856824,50302000,BBCA.JK
2021-03-12,5694.32275390625,5791.122032058388,5652.2361112314065,5786.913367790904,74328000,BBCA.JK
2021-03-15,5610.14990234375,5740.618504723837,5610.14990234375,5736.409840130931,57416000,BBCA.JK
2021-03-16,5576.4794921875,5648.026776238207,5572.270828419811,5648.026776238207,70755500,BBCA.JK
2021-03-17,5563.853515625,5610.148817192227,5559.644851846161,5597.522825855711,71474500,BBCA.JK
2021-03-18,5643.81787109375,5656.443861856824,5563.85326292762,5572.270590103001,70067500,BBCA.JK
2021-03-19,5690.11328125,5698.530608589127,5576.479362171783,5698.530608589127,125853000,BBCA.JK
2021-03-22,5572.27099609375,5622.774962825718,5563.853668305089,5589.105651671072,67523500,BBCA.JK
2021-03-23,5525.97607421875,5656.444663937547,5517.558745849796,5656.444663937547,127762500,BBCA.JK
2021-03-24,5420.759765625,5513.350382739713,5403.92510796778,5483.8897318395775,152050000,BBCA.JK
2021-03-25,5361.837890625,5420.759186126374,5328.168578909929,5387.089874411303,119101500,BBCA.JK
2021-03-26,5399.71533203125,5424.967313319003,5302.916070428196,5361.83736009962,134467500,BBCA.JK
